from	to	kind	flow	reversed	derived	optional	evidence	note
windkraft/noe/pdf_hig_sources.py	output/noe/pdf_hig_source_gruenland_widmung_wgs84.geojson	writes	true	false	false	false	[frag_B] windkraft/noe/pdf_hig_sources.py:102	
windkraft/noe/pdf_hig_sources.py	output/noe/pdf_hig_source_gwr.geojson	writes	true	false	false	false	[frag_B] windkraft/noe/pdf_hig_sources.py:101	
windkraft/noe/pdf_hig_sources.py	output/noe/pdf_hig_source_gwr_wgs84.geojson	writes	true	false	false	false	[frag_B] windkraft/noe/pdf_hig_sources.py:102	
windkraft/util/admin.py	cfg:paths.vgd	reads	false	false	false	false	[frag_D] windkraft/util/admin.py:8	harte Vorbedingung: gpd.read_file() ohne try/except; Pfad kommt generisch als Parameter, im Paket nur über abschichtung_common.py:624 mit cfg:vgd befüllt
windkraft/calc/abschichtung_common.py	scripts/analysis/build_v2_dashboard_data.py	provides	true	false	true	false	[frag_B] scripts/analysis/build_v2_dashboard_data.py:44	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/config.py	scripts/analysis/build_v2_dashboard_data.py	provides	true	false	true	false	[frag_B] scripts/analysis/build_v2_dashboard_data.py:45	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/noe/pdf_align.py	scripts/noe/align_pdf_shapefile.py	provides	true	false	true	false	[frag_B] scripts/noe/align_pdf_shapefile.py:22-26	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/noe/pdf_hig_sources.py	scripts/noe/derive_pdf_hig_sources.py	provides	true	false	true	false	[frag_B] scripts/noe/derive_pdf_hig_sources.py:20	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/noe/pdf_hig_sources.py	scripts/noe/extract_noe_vector_layers.py	provides	true	false	true	false	[frag_B] scripts/noe/extract_noe_vector_layers.py:46	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/widmung_sources.py	scripts/widmung_v2/01_build_official_zoning_layers.py	provides	true	false	true	false	[frag_A] 01_build_official_zoning_layers.py:61-69	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/abschichtung_common.py	scripts/widmung_v2/02_build_hig_sources.py	provides	true	false	true	false	[frag_A] 02_build_hig_sources.py:42-54	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/bev_register.py	scripts/widmung_v2/02_build_hig_sources.py	provides	true	false	true	false	[frag_A] 02_build_hig_sources.py:55	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/hig_detection.py	scripts/widmung_v2/02_build_hig_sources.py	provides	true	false	true	false	[frag_A] 02_build_hig_sources.py:56-69	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/hig_source_masks.py	scripts/widmung_v2/02_build_hig_sources.py	provides	true	false	true	false	[frag_A] 02_build_hig_sources.py:71-77	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/streusiedlung.py	scripts/widmung_v2/02_build_hig_sources.py	provides	true	false	true	false	[frag_A] 02_build_hig_sources.py:70	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/config.py	scripts/widmung_v2/02_build_hig_sources.py	provides	true	false	true	false	[frag_A] 02_build_hig_sources.py:41	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/abschichtung_common.py	scripts/widmung_v2/03_build_osm_layers.py	provides	true	false	true	false	[frag_A] 03_build_osm_layers.py:53-73	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/config.py	scripts/widmung_v2/03_build_osm_layers.py	provides	true	false	true	false	[frag_A] 03_build_osm_layers.py:52	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/abschichtung_common.py	scripts/widmung_v2/04_create_distance_zones.py	provides	true	false	true	false	[frag_A] 04_create_distance_zones.py:83-122	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/band_manifest.py	scripts/widmung_v2/04_create_distance_zones.py	provides	true	false	true	false	[frag_A] 04_create_distance_zones.py:124	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/config.py	scripts/widmung_v2/04_create_distance_zones.py	provides	true	false	true	false	[frag_A] 04_create_distance_zones.py:82	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/wind_zones.py	windkraft/calc/abschichtung_common.py	provides	true	false	true	false	[frag_A] abschichtung_common.py:37; [frag_D] windkraft/calc/abschichtung_common.py:37	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/bev_register.py	windkraft/calc/hig_detection.py	provides	true	false	true	false	[frag_A] hig_detection.py:50; [frag_D] windkraft/calc/hig_detection.py:50	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/abschichtung_common.py	windkraft/calc/hig_source_masks.py	provides	true	false	true	false	[frag_A] hig_source_masks.py:16-21; [frag_D] windkraft/calc/hig_source_masks.py:16	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/abschichtung_common.py	windkraft/calc/streusiedlung.py	provides	true	false	true	false	[frag_A] streusiedlung.py:29-36; [frag_D] windkraft/calc/streusiedlung.py:29	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/bev_register.py	windkraft/calc/streusiedlung.py	provides	true	false	true	false	[frag_A] streusiedlung.py:37; [frag_D] windkraft/calc/streusiedlung.py:37	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/hig_detection.py	windkraft/calc/streusiedlung.py	provides	true	false	true	false	[frag_A] streusiedlung.py:38-48; [frag_D] windkraft/calc/streusiedlung.py:38	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
windkraft/calc/hig_source_masks.py	windkraft/calc/streusiedlung.py	provides	true	false	true	false	[frag_A] streusiedlung.py:49-53; [frag_D] windkraft/calc/streusiedlung.py:49	abgeleitet: Modul liest/schreibt im Auftrag des importierenden Skripts
